CLIENT COORDINATES AND CENTROID NUMBER
x, y, centroid_no
253.475, 421.252, 2
245.051, 249.381, 4
252.019, 248.391, 4
253.98, 256.821, 4
255.645, 251.346, 4
246.58, 265.624, 4
238.618, 267.463, 4
257.256, 254.044, 4
254.351, 262.53, 4
257.527, 256.578, 4
233.889, 270.039, 4
261.73, 252.514, 4
261.327, 256.505, 4
261.533, 247.01, 4
260.873, 264.547, 4
263.49, 243.404, 4
262.325, 240.276, 4
256.157, 232.468, 0
265.275, 253.57, 4
265.345, 245.819, 4
273.36, 342.655, 4
279.251, 319.571, 4
166.665, 251.765, 7
157.652, 250.766, 7
160.668, 241.809, 7
156.321, 261.346, 7
233.211, 331.917, 4
230.502, 322.468, 4
231.011, 344.991, 4
240.937, 314.877, 4
254.974, 322.657, 4
231.259, 353.206, 4
266.667, 253.298, 4
267.032, 254.265, 4
267.783, 261.475, 4
272.114, 254.59, 4
264.719, 266.105, 4
265.458, 267.252, 4
129.956, 257.823, 7
146.451, 247.156, 7
0.0, 512.874, 2
163.262, 347.696, 7
142.683, 322.354, 7
268.562, 266.862, 4
267.589, 272.582, 4
271.927, 269.694, 4
272.137, 263.605, 4
255.638, 273.963, 4
262.948, 280.402, 4
278.004, 268.01, 4
277.804, 262.389, 4
271.776, 287.264, 4
279.624, 272.208, 4
250.096, 281.067, 4
253.706, 284.463, 4
241.585, 281.633, 4
185.06, 429.564, 2
173.44, 435.068, 2
190.867, 441.214, 2
199.683, 416.529, 2
226.254, 273.018, 4
167.761, 371.322, 2
161.386, 308.062, 7
152.623, 307.473, 7
172.715, 304.892, 7
158.174, 296.268, 7
155.297, 295.749, 7
169.275, 290.152, 7
160.15, 288.88, 7
153.015, 289.017, 7
197.943, 278.66, 7
205.471, 275.254, 7
211.258, 277.516, 4
208.691, 454.456, 2
197.409, 482.048, 2
223.846, 294.139, 4
237.517, 297.802, 4
220.026, 284.474, 4
207.307, 353.32, 2
285.149, 282.249, 4
295.144, 283.339, 4
297.478, 295.256, 4
270.185, 295.035, 4
260.123, 297.367, 4
93.985, 462.888, 2
133.66, 308.303, 7
156.669, 274.772, 7
198.298, 395.15, 2
213.407, 373.191, 2
131.986, 297.139, 7
138.228, 281.645, 7
203.24, 384.646, 2
183.154, 399.338, 2
27.782, 549.381, 2
76.919, 513.673, 2
157.377, 399.913, 2
127.247, 352.044, 7
128.101, 368.436, 2
131.498, 475.596, 2
163.227, 501.405, 2
258.886, 380.811, 2
250.358, 371.881, 2
54.049, 466.382, 2
237.062, 442.076, 2
213.448, 508.283, 2
203.586, 210.309, 0
205.336, 204.444, 0
195.648, 192.932, 0
204.314, 183.728, 0
195.823, 142.03, 3
203.829, 149.756, 3
203.156, 168.743, 0
194.47, 76.378, 3
203.666, 74.712, 3
203.001, 68.732, 3
206.173, 67.422, 3
207.029, 70.768, 3
208.673, 77.736, 3
211.575, 77.785, 3
202.138, 124.997, 3
216.496, 65.295, 3
218.759, 72.476, 3
216.0, 78.232, 3
232.151, 63.329, 3
294.927, 28.781, 8
243.727, 215.604, 0
245.992, 218.029, 0
244.197, 210.4, 0
233.593, 211.968, 0
215.492, 206.605, 0
252.254, 213.381, 0
257.564, 207.144, 0
244.748, 200.362, 0
267.005, 205.033, 0
237.301, 162.853, 0
226.293, 159.97, 0
221.6, 151.548, 0
244.801, 181.26, 0
256.741, 173.323, 0
215.48, 166.828, 0
341.081, 182.104, 5
334.509, 178.927, 5
338.896, 186.09, 5
333.348, 185.525, 5
344.0, 184.992, 5
346.276, 174.188, 5
350.269, 178.12, 5
342.736, 168.402, 5
325.976, 190.043, 5
327.653, 168.264, 5
341.225, 163.952, 5
344.108, 164.596, 5
341.586, 198.674, 5
337.45, 200.126, 5
354.468, 170.374, 5
333.674, 199.898, 5
327.03, 198.522, 5
356.884, 192.024, 5
328.526, 200.462, 5
320.498, 167.44, 5
324.162, 161.935, 5
325.561, 202.482, 5
356.514, 160.176, 5
368.777, 170.397, 5
349.595, 156.785, 5
371.208, 177.605, 5
374.529, 170.437, 5
372.515, 181.944, 5
376.011, 176.56, 5
358.235, 150.768, 5
373.732, 183.158, 5
378.389, 171.33, 5
371.115, 188.8, 5
307.903, 198.221, 5
302.476, 200.869, 5
313.52, 200.66, 5
314.01, 197.15, 5
315.169, 205.617, 5
308.015, 186.778, 5
292.878, 198.905, 0
322.363, 202.771, 5
291.265, 188.661, 0
287.001, 201.355, 0
320.774, 150.759, 5
307.307, 155.096, 5
339.821, 148.013, 5
302.416, 167.566, 5
213.808, 193.809, 0
292.461, 162.623, 5
289.281, 168.19, 0
285.855, 178.466, 0
283.138, 160.869, 0
314.105, 80.616, 8
299.52, 92.094, 8
307.654, 102.413, 8
339.951, 211.275, 5
341.177, 206.43, 5
221.21, 86.752, 3
228.487, 101.673, 3
218.757, 97.802, 3
219.98, 112.004, 3
220.67, 117.933, 3
212.233, 91.23, 3
236.115, 86.7, 3
354.403, 203.595, 5
346.554, 216.121, 5
239.934, 137.214, 3
240.446, 125.6, 3
221.044, 134.844, 3
258.155, 131.502, 8
281.164, 191.888, 0
268.292, 197.815, 0
277.765, 206.095, 0
264.186, 182.508, 0
297.671, 141.566, 8
358.644, 122.104, 5
356.076, 104.711, 8
335.441, 119.806, 8
254.753, 186.301, 0
358.296, 223.24, 5
371.864, 193.235, 5
371.023, 220.187, 5
322.946, 133.448, 8
316.965, 114.83, 8
381.167, 155.055, 5
267.985, 151.106, 0
377.359, 139.952, 5
289.021, 62.938, 8
310.227, 51.873, 8
274.458, 81.043, 8
273.984, 68.645, 8
275.436, 94.498, 8
254.767, 92.72, 8
288.868, 103.888, 8
278.35, 112.045, 8
278.78, 115.762, 8
266.65, 117.252, 8
274.704, 121.906, 8
269.457, 124.891, 8
286.533, 126.874, 8
255.841, 114.831, 8
270.343, 134.243, 8
376.855, 230.249, 5
298.463, 120.607, 8
