CLIENT COORDINATES AND CENTROID NUMBER
x, y, centroid_no
253.475, 421.252, 3
245.051, 249.381, 2
252.019, 248.391, 2
253.98, 256.821, 2
255.645, 251.346, 2
246.58, 265.624, 2
238.618, 267.463, 2
257.256, 254.044, 2
254.351, 262.53, 2
257.527, 256.578, 2
233.889, 270.039, 2
261.73, 252.514, 2
261.327, 256.505, 2
261.533, 247.01, 2
260.873, 264.547, 2
263.49, 243.404, 2
262.325, 240.276, 2
256.157, 232.468, 2
265.275, 253.57, 2
265.345, 245.819, 2
273.36, 342.655, 3
279.251, 319.571, 2
166.665, 251.765, 2
157.652, 250.766, 2
160.668, 241.809, 2
156.321, 261.346, 2
233.211, 331.917, 3
230.502, 322.468, 2
231.011, 344.991, 3
240.937, 314.877, 2
254.974, 322.657, 2
231.259, 353.206, 3
266.667, 253.298, 2
267.032, 254.265, 2
267.783, 261.475, 2
272.114, 254.59, 2
264.719, 266.105, 2
265.458, 267.252, 2
129.956, 257.823, 2
146.451, 247.156, 2
0.0, 512.874, 3
163.262, 347.696, 3
142.683, 322.354, 3
268.562, 266.862, 2
267.589, 272.582, 2
271.927, 269.694, 2
272.137, 263.605, 2
255.638, 273.963, 2
262.948, 280.402, 2
278.004, 268.01, 2
277.804, 262.389, 2
271.776, 287.264, 2
279.624, 272.208, 2
250.096, 281.067, 2
253.706, 284.463, 2
241.585, 281.633, 2
185.06, 429.564, 3
173.44, 435.068, 3
190.867, 441.214, 3
199.683, 416.529, 3
226.254, 273.018, 2
167.761, 371.322, 3
161.386, 308.062, 2
152.623, 307.473, 2
172.715, 304.892, 2
158.174, 296.268, 2
155.297, 295.749, 2
169.275, 290.152, 2
160.15, 288.88, 2
153.015, 289.017, 2
197.943, 278.66, 2
205.471, 275.254, 2
211.258, 277.516, 2
208.691, 454.456, 3
197.409, 482.048, 3
223.846, 294.139, 2
237.517, 297.802, 2
220.026, 284.474, 2
207.307, 353.32, 3
285.149, 282.249, 2
295.144, 283.339, 2
297.478, 295.256, 2
270.185, 295.035, 2
260.123, 297.367, 2
93.985, 462.888, 3
133.66, 308.303, 2
156.669, 274.772, 2
198.298, 395.15, 3
213.407, 373.191, 3
131.986, 297.139, 2
138.228, 281.645, 2
203.24, 384.646, 3
183.154, 399.338, 3
27.782, 549.381, 3
76.919, 513.673, 3
157.377, 399.913, 3
127.247, 352.044, 3
128.101, 368.436, 3
131.498, 475.596, 3
163.227, 501.405, 3
258.886, 380.811, 3
250.358, 371.881, 3
54.049, 466.382, 3
237.062, 442.076, 3
213.448, 508.283, 3
203.586, 210.309, 2
205.336, 204.444, 2
195.648, 192.932, 2
204.314, 183.728, 2
195.823, 142.03, 1
203.829, 149.756, 1
203.156, 168.743, 1
194.47, 76.378, 1
203.666, 74.712, 1
203.001, 68.732, 1
206.173, 67.422, 1
207.029, 70.768, 1
208.673, 77.736, 1
211.575, 77.785, 1
202.138, 124.997, 1
216.496, 65.295, 1
218.759, 72.476, 1
216.0, 78.232, 1
232.151, 63.329, 1
294.927, 28.781, 0
243.727, 215.604, 2
245.992, 218.029, 2
244.197, 210.4, 2
233.593, 211.968, 2
215.492, 206.605, 2
252.254, 213.381, 2
257.564, 207.144, 2
244.748, 200.362, 2
267.005, 205.033, 0
237.301, 162.853, 0
226.293, 159.97, 1
221.6, 151.548, 1
244.801, 181.26, 0
256.741, 173.323, 0
215.48, 166.828, 1
341.081, 182.104, 0
334.509, 178.927, 0
338.896, 186.09, 0
333.348, 185.525, 0
344.0, 184.992, 0
346.276, 174.188, 0
350.269, 178.12, 0
342.736, 168.402, 0
325.976, 190.043, 0
327.653, 168.264, 0
341.225, 163.952, 0
344.108, 164.596, 0
341.586, 198.674, 0
337.45, 200.126, 0
354.468, 170.374, 0
333.674, 199.898, 0
327.03, 198.522, 0
356.884, 192.024, 0
328.526, 200.462, 0
320.498, 167.44, 0
324.162, 161.935, 0
325.561, 202.482, 0
356.514, 160.176, 0
368.777, 170.397, 0
349.595, 156.785, 0
371.208, 177.605, 0
374.529, 170.437, 0
372.515, 181.944, 0
376.011, 176.56, 0
358.235, 150.768, 0
373.732, 183.158, 0
378.389, 171.33, 0
371.115, 188.8, 0
307.903, 198.221, 0
302.476, 200.869, 0
313.52, 200.66, 0
314.01, 197.15, 0
315.169, 205.617, 0
308.015, 186.778, 0
292.878, 198.905, 0
322.363, 202.771, 0
291.265, 188.661, 0
287.001, 201.355, 0
320.774, 150.759, 0
307.307, 155.096, 0
339.821, 148.013, 0
302.416, 167.566, 0
213.808, 193.809, 2
292.461, 162.623, 0
289.281, 168.19, 0
285.855, 178.466, 0
283.138, 160.869, 0
314.105, 80.616, 0
299.52, 92.094, 0
307.654, 102.413, 0
339.951, 211.275, 0
341.177, 206.43, 0
221.21, 86.752, 1
228.487, 101.673, 1
218.757, 97.802, 1
219.98, 112.004, 1
220.67, 117.933, 1
212.233, 91.23, 1
236.115, 86.7, 1
354.403, 203.595, 0
346.554, 216.121, 0
239.934, 137.214, 0
240.446, 125.6, 0
221.044, 134.844, 1
258.155, 131.502, 0
281.164, 191.888, 0
268.292, 197.815, 0
277.765, 206.095, 0
264.186, 182.508, 0
297.671, 141.566, 0
358.644, 122.104, 0
356.076, 104.711, 0
335.441, 119.806, 0
254.753, 186.301, 0
358.296, 223.24, 0
371.864, 193.235, 0
371.023, 220.187, 0
322.946, 133.448, 0
316.965, 114.83, 0
381.167, 155.055, 0
267.985, 151.106, 0
377.359, 139.952, 0
289.021, 62.938, 0
310.227, 51.873, 0
274.458, 81.043, 0
273.984, 68.645, 0
275.436, 94.498, 0
254.767, 92.72, 0
288.868, 103.888, 0
278.35, 112.045, 0
278.78, 115.762, 0
266.65, 117.252, 0
274.704, 121.906, 0
269.457, 124.891, 0
286.533, 126.874, 0
255.841, 114.831, 0
270.343, 134.243, 0
376.855, 230.249, 0
298.463, 120.607, 0
