CLIENT COORDINATES AND CENTROID NUMBER
x, y, centroid_no
200.484, 318.812, 3
196.161, 331.201, 3
219.445, 319.189, 0
222.131, 305.847, 0
205.614, 293.099, 3
219.323, 333.981, 0
224.515, 324.824, 0
253.475, 421.252, 5
245.051, 249.381, 0
252.019, 248.391, 0
253.98, 256.821, 0
255.645, 251.346, 0
246.58, 265.624, 0
238.618, 267.463, 0
257.256, 254.044, 0
254.351, 262.53, 0
257.527, 256.578, 0
233.889, 270.039, 0
261.73, 252.514, 0
261.327, 256.505, 0
261.533, 247.01, 0
260.873, 264.547, 0
263.49, 243.404, 0
262.325, 240.276, 0
256.157, 232.468, 0
265.275, 253.57, 0
265.345, 245.819, 0
273.36, 342.655, 0
279.251, 319.571, 0
166.665, 251.765, 3
157.652, 250.766, 3
160.668, 241.809, 3
156.321, 261.346, 3
233.211, 331.917, 0
230.502, 322.468, 0
231.011, 344.991, 0
240.937, 314.877, 0
254.974, 322.657, 0
231.259, 353.206, 0
266.667, 253.298, 0
267.032, 254.265, 0
267.783, 261.475, 0
272.114, 254.59, 0
264.719, 266.105, 0
265.458, 267.252, 0
129.956, 257.823, 3
146.451, 247.156, 3
0.0, 512.874, 5
163.262, 347.696, 3
142.683, 322.354, 3
268.562, 266.862, 0
267.589, 272.582, 0
271.927, 269.694, 0
272.137, 263.605, 0
255.638, 273.963, 0
262.948, 280.402, 0
278.004, 268.01, 0
277.804, 262.389, 0
271.776, 287.264, 0
279.624, 272.208, 0
250.096, 281.067, 0
253.706, 284.463, 0
241.585, 281.633, 0
185.06, 429.564, 5
173.44, 435.068, 5
190.867, 441.214, 5
199.683, 416.529, 5
226.254, 273.018, 0
167.761, 371.322, 5
161.386, 308.062, 3
152.623, 307.473, 3
172.715, 304.892, 3
158.174, 296.268, 3
155.297, 295.749, 3
169.275, 290.152, 3
160.15, 288.88, 3
153.015, 289.017, 3
197.943, 278.66, 3
205.471, 275.254, 3
211.258, 277.516, 0
208.691, 454.456, 5
197.409, 482.048, 5
223.846, 294.139, 0
237.517, 297.802, 0
220.026, 284.474, 0
207.307, 353.32, 3
285.149, 282.249, 0
295.144, 283.339, 0
297.478, 295.256, 0
270.185, 295.035, 0
260.123, 297.367, 0
93.985, 462.888, 5
133.66, 308.303, 3
156.669, 274.772, 3
198.298, 395.15, 5
213.407, 373.191, 5
131.986, 297.139, 3
138.228, 281.645, 3
203.24, 384.646, 5
183.154, 399.338, 5
27.782, 549.381, 5
76.919, 513.673, 5
157.377, 399.913, 5
127.247, 352.044, 3
128.101, 368.436, 3
131.498, 475.596, 5
163.227, 501.405, 5
258.886, 380.811, 5
250.358, 371.881, 5
54.049, 466.382, 5
237.062, 442.076, 5
213.448, 508.283, 5
203.586, 210.309, 7
205.336, 204.444, 7
195.648, 192.932, 7
204.314, 183.728, 7
195.823, 142.03, 7
203.829, 149.756, 7
203.156, 168.743, 7
194.47, 76.378, 1
203.666, 74.712, 1
203.001, 68.732, 1
206.173, 67.422, 1
207.029, 70.768, 1
208.673, 77.736, 1
211.575, 77.785, 1
202.138, 124.997, 1
216.496, 65.295, 1
218.759, 72.476, 1
216.0, 78.232, 1
232.151, 63.329, 1
294.927, 28.781, 1
243.727, 215.604, 7
245.992, 218.029, 7
244.197, 210.4, 7
233.593, 211.968, 7
215.492, 206.605, 7
252.254, 213.381, 7
257.564, 207.144, 7
244.748, 200.362, 7
267.005, 205.033, 7
237.301, 162.853, 7
226.293, 159.97, 7
221.6, 151.548, 7
244.801, 181.26, 7
256.741, 173.323, 7
215.48, 166.828, 7
341.081, 182.104, 2
334.509, 178.927, 2
338.896, 186.09, 2
333.348, 185.525, 2
344.0, 184.992, 2
346.276, 174.188, 2
350.269, 178.12, 2
342.736, 168.402, 2
325.976, 190.043, 2
327.653, 168.264, 2
341.225, 163.952, 2
344.108, 164.596, 2
341.586, 198.674, 2
337.45, 200.126, 2
354.468, 170.374, 2
333.674, 199.898, 2
327.03, 198.522, 2
356.884, 192.024, 2
328.526, 200.462, 2
320.498, 167.44, 2
324.162, 161.935, 2
325.561, 202.482, 2
356.514, 160.176, 2
368.777, 170.397, 2
349.595, 156.785, 2
371.208, 177.605, 2
374.529, 170.437, 2
372.515, 181.944, 2
376.011, 176.56, 2
358.235, 150.768, 2
373.732, 183.158, 2
378.389, 171.33, 2
371.115, 188.8, 2
307.903, 198.221, 2
302.476, 200.869, 2
313.52, 200.66, 2
314.01, 197.15, 2
315.169, 205.617, 2
308.015, 186.778, 2
292.878, 198.905, 2
322.363, 202.771, 2
291.265, 188.661, 2
287.001, 201.355, 2
320.774, 150.759, 2
307.307, 155.096, 2
339.821, 148.013, 2
302.416, 167.566, 2
213.808, 193.809, 7
292.461, 162.623, 2
289.281, 168.19, 2
285.855, 178.466, 2
283.138, 160.869, 2
314.105, 80.616, 1
299.52, 92.094, 1
307.654, 102.413, 1
339.951, 211.275, 2
341.177, 206.43, 2
221.21, 86.752, 1
228.487, 101.673, 1
218.757, 97.802, 1
219.98, 112.004, 1
220.67, 117.933, 1
212.233, 91.23, 1
236.115, 86.7, 1
354.403, 203.595, 2
346.554, 216.121, 2
239.934, 137.214, 1
240.446, 125.6, 1
221.044, 134.844, 1
258.155, 131.502, 1
281.164, 191.888, 2
268.292, 197.815, 7
277.765, 206.095, 7
264.186, 182.508, 7
297.671, 141.566, 2
358.644, 122.104, 2
356.076, 104.711, 2
335.441, 119.806, 2
254.753, 186.301, 7
358.296, 223.24, 2
371.864, 193.235, 2
371.023, 220.187, 2
322.946, 133.448, 2
316.965, 114.83, 2
381.167, 155.055, 2
267.985, 151.106, 1
377.359, 139.952, 2
289.021, 62.938, 1
310.227, 51.873, 1
274.458, 81.043, 1
273.984, 68.645, 1
275.436, 94.498, 1
254.767, 92.72, 1
288.868, 103.888, 1
278.35, 112.045, 1
278.78, 115.762, 1
266.65, 117.252, 1
274.704, 121.906, 1
269.457, 124.891, 1
286.533, 126.874, 1
255.841, 114.831, 1
270.343, 134.243, 1
376.855, 230.249, 2
298.463, 120.607, 1
